"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(250.0, 8, BF)$";"$\tau_c(500.0, 8, BF)$";"$\tau_c(750.0, 8, BF)$";"$\tau_c(1000.0, 8, BF)$";"$\tau_c(1250.0, 8, BF)$";"$\tau_c(1500.0, 8, BF)$";"$\tau_c(1750.0, 8, BF)$";"$\tau_c(2000.0, 8, BF)$";"$\tau_c(2250.0, 8, BF)$";"$\tau_c(2500.0, 8, BF)$";"$\tau_c(2750.0, 8, BF)$";"$\tau_c(3000.0, 8, BF)$";"$\tau_c(3250.0, 8, BF)$";"$\tau_c(3500.0, 8, BF)$";"$\tau_c(3750.0, 8, BF)$";"$\tau_c(4000.0, 8, BF)$";"$\tau_c(4250.0, 8, BF)$";"$\tau_c(4500.0, 8, BF)$";"$\tau_c(4750.0, 8, BF)$";"$\tau_c(5000.0, 8, BF)$";"$\tau_c(5250.0, 8, BF)$";"$\tau_c(5500.0, 8, BF)$";"$\tau_c(5750.0, 8, BF)$";"$\tau_c(6000.0, 8, BF)$";"$\tau_c(6250.0, 8, BF)$";"$\tau_c(6283.0, 8, BF)$";"$\tau_c(6293.0, 8, BF)$";"$\tau_c(6533.0, 8, BF)$";"$\tau_c(6716.0, 8, BF)$";"$\tau_c(6966.0, 8, BF)$";"$\tau_c(7216.0, 8, BF)$";"$\tau_c(7466.0, 8, BF)$";"$\tau_c(7716.0, 8, BF)$";"$\tau_c(7966.0, 8, BF)$";"$\tau_c(8216.0, 8, BF)$";"$\tau_c(8466.0, 8, BF)$";"$\tau_c(8716.0, 8, BF)$";"$\tau_c(8760.0, 8, BF)$";"$\tau_c(9010.0, 8, BF)$";"$\tau_c(9247.0, 8, BF)$";"$\tau_c(9257.0, 8, BF)$";"$\tau_c(9497.0, 8, BF)$";"$\tau_c(9747.0, 8, BF)$";"$\tau_c(9997.0, 8, BF)$";"$\tau_c(10247.0, 8, BF)$";"$\tau_c(10497.0, 8, BF)$";"$\tau_c(10747.0, 8, BF)$";"$\tau_c(10997.0, 8, BF)$";"$\tau_c(11247.0, 8, BF)$";"$\tau_c(11497.0, 8, BF)$";"$\tau_c(11747.0, 8, BF)$";"$\tau_c(11997.0, 8, BF)$";"$\tau_c(12247.0, 8, BF)$";"$\tau_c(12497.0, 8, BF)$";"$\tau_c(12747.0, 8, BF)$";"$\tau_c(12997.0, 8, BF)$";"$\tau_c(13247.0, 8, BF)$";"$\tau_c(13497.0, 8, BF)$";"$\tau_c(13747.0, 8, BF)$";"$\tau_c(13997.0, 8, BF)$";"$\tau_c(14247.0, 8, BF)$";"$\tau_c(14497.0, 8, BF)$";"$\tau_c(14747.0, 8, BF)$";"$\tau_c(14997.0, 8, BF)$";"$\tau_c(15247.0, 8, BF)$";"$\tau_c(15497.0, 8, BF)$";"$\tau_c(15747.0, 8, BF)$";"$\tau_c(15997.0, 8, BF)$";"$\tau_c(16247.0, 8, BF)$";"$\tau_c(16497.0, 8, BF)$";"$\tau_c(16747.0, 8, BF)$";"$\tau_c(16997.0, 8, BF)$";"$\tau_c(17247.0, 8, BF)$";"$\tau_c(17497.0, 8, BF)$";"$\tau_c(17520.0, 8, BF)$"
9.6221443552982791e+01;2.4061453231171443e-02;3.8189285025311076e-01;2.3097217589774655e-01;5.8118458527898047e-06;7.1821057030842157e-09;1.0211657830354027e-03;3.1608589999999999e+00;6.4453279999999999e+00;9.5245029999999993e+00;1.2494745000000000e+01;1.5426467000000001e+01;1.9153213000000001e+01;2.2762530000000002e+01;2.6240649000000001e+01;2.9571853999999998e+01;3.2757790999999997e+01;3.5809767999999998e+01;3.8737045999999999e+01;4.3079819999999998e+01;4.7163728999999996e+01;5.0963008000000002e+01;5.4461727000000003e+01;5.7693899000000002e+01;6.0692518000000000e+01;6.3469453999999999e+01;6.6031079000000005e+01;6.8390775000000005e+01;7.0565613999999997e+01;7.2569806000000000e+01;7.4414969999999997e+01;7.6112791999999999e+01;7.6295724000000007e+01;1.6300529999999998e+01;1.9111414000000000e+01;2.1198779999999999e+01;2.4219787000000000e+01;2.7927071999999999e+01;3.1480505000000001e+01;3.4879632000000001e+01;3.8122750000000003e+01;4.1215865000000001e+01;4.5362717000000004e+01;4.9256551000000002e+01;4.9869456000000000e+01;5.3166224999999997e+01;5.6093020000000003e+01;3.4275559999999999e+01;3.7374716999999997e+01;4.0522604999999999e+01;4.3544091999999999e+01;4.6442770000000003e+01;4.9203068000000002e+01;5.1825153999999998e+01;5.4320360000000001e+01;5.6694958999999997e+01;6.0153322000000003e+01;6.3334766000000002e+01;6.6270527000000001e+01;6.8973045999999997e+01;7.1445655000000002e+01;7.3693326999999996e+01;7.5731663999999995e+01;7.7583140000000000e+01;7.9269368999999998e+01;8.0807721999999998e+01;8.2211065000000005e+01;8.3489232999999999e+01;8.4651218000000000e+01;8.5706406999999999e+01;8.6664531999999994e+01;8.7534981999999999e+01;8.8326187000000004e+01;8.9045440999999997e+01;8.9699093000000005e+01;9.0292850999999999e+01;9.0832033999999993e+01;9.1321645000000004e+01;9.1766334000000001e+01;9.2170323999999994e+01;9.2537392999999994e+01;9.2562365999999997e+01
9.7661503087614292e+01;2.2987583727703188e-02;4.1063209453730809e-01;6.8295541498802931e-02;5.0831831383252237e-06;5.1548201817732376e-09;1.0685121889793909e-03;2.3012969999999999e+00;4.6818270000000002e+00;6.9095219999999999e+00;9.0756130000000006e+00;1.1245482000000001e+01;1.3429138000000000e+01;1.5590873999999999e+01;1.8269347000000000e+01;2.0863800000000001e+01;2.3373457999999999e+01;2.5800446999999998e+01;2.8150708999999999e+01;3.0430357999999998e+01;3.2642347000000001e+01;3.4786569999999998e+01;3.6862614000000001e+01;3.8871456000000002e+01;4.0815432999999999e+01;4.2697163000000003e+01;4.4610180999999997e+01;4.6417174000000003e+01;4.8160541000000002e+01;4.9843300999999997e+01;5.1469045000000001e+01;5.3039316999999997e+01;5.3241683999999999e+01;1.1259112000000000e+01;1.3248253000000000e+01;1.4764938000000001e+01;1.7022725999999999e+01;1.9239574000000001e+01;2.1919021000000001e+01;2.4526150000000001e+01;2.7060489000000000e+01;2.9518604000000000e+01;3.1902341000000000e+01;3.4215651000000001e+01;3.4598157999999998e+01;3.6006780999999997e+01;3.7310274999999997e+01;2.0985831999999998e+01;2.2632330000000000e+01;2.4311451000000002e+01;2.5952324000000001e+01;2.7555682999999998e+01;2.9122449000000000e+01;3.0653528000000001e+01;3.2149729000000001e+01;3.3611849999999997e+01;3.5040689000000000e+01;3.6437010999999998e+01;3.7801535000000001e+01;3.9134965000000001e+01;4.0438034000000002e+01;4.1711452999999999e+01;4.2955908000000001e+01;4.4172066000000001e+01;4.5360581000000003e+01;4.6522098999999997e+01;4.7608626999999998e+01;4.8628444999999999e+01;4.9626474999999999e+01;5.0603433000000003e+01;5.1560825999999999e+01;5.2498936000000000e+01;5.3417656000000001e+01;5.4317233999999999e+01;5.5198278000000002e+01;5.6061307999999997e+01;5.6906638000000001e+01;5.7734563000000001e+01;5.8545464000000003e+01;5.9339737999999997e+01;6.0117728000000000e+01;6.0188495000000003e+01
1.1126453988016230e+02;2.3031484624729037e-02;3.2043271255263905e-01;1.0860900031573043e-01;3.2032364047711079e-06;5.4974710200333722e-09;3.0816751137669466e-04;1.3586700000000000e+00;2.7984369999999998e+00;4.1817209999999996e+00;5.5452100000000000e+00;6.9149690000000001e+00;8.3015410000000003e+00;9.6674969999999991e+00;1.1004212000000001e+01;1.2319891000000000e+01;1.3624498000000001e+01;1.5125636999999999e+01;1.6613035000000000e+01;1.8080659000000001e+01;1.9525020999999999e+01;2.0947232000000000e+01;2.2350048000000001e+01;2.3734940999999999e+01;2.5101994000000001e+01;2.6450772000000001e+01;2.7780902999999999e+01;2.9092323000000000e+01;3.0385427000000000e+01;3.1660850000000000e+01;3.2919001999999999e+01;3.4159925000000001e+01;3.4315057000000003e+01;6.8989979999999997e+00;8.3046939999999996e+00;9.3632639999999991e+00;1.1062768000000000e+01;1.2738296000000000e+01;1.4391149000000000e+01;1.6021508999999998e+01;1.7790085999999999e+01;1.9533805999999998e+01;2.1250837000000001e+01;2.2938863000000001e+01;2.3227253000000001e+01;2.4422813000000001e+01;2.5543606000000000e+01;1.3670394999999999e+01;1.4856707999999999e+01;1.6078827000000000e+01;1.7314025999999998e+01;1.8537676000000001e+01;1.9749886000000000e+01;2.0949681000000002e+01;2.2136685000000000e+01;2.3310922999999999e+01;2.4472329999999999e+01;2.5621023000000001e+01;2.6757389000000000e+01;2.7881682999999999e+01;2.8993797000000001e+01;3.0093553000000000e+01;3.1180983999999999e+01;3.2256276999999997e+01;3.3319586000000001e+01;3.4370984999999997e+01;3.5410519999999998e+01;3.6438248000000002e+01;3.7693913999999999e+01;3.8983559999999997e+01;4.0341399000000003e+01;4.1676226000000000e+01;4.2988700999999999e+01;4.4278961000000002e+01;4.5547825000000003e+01;4.6795299999999997e+01;4.8021802999999998e+01;4.9227829999999997e+01;5.0413497000000000e+01;5.1578583000000002e+01;5.2723084000000000e+01;5.2815035000000002e+01
9.8391173439352755e+01;2.3401882610528845e-02;3.2152871774427794e-01;8.6597502873433735e-02;5.1719707620418945e-06;5.3926011481002822e-09;8.0122138987162800e-04;1.9907390000000000e+00;4.0636549999999998e+00;6.0185380000000004e+00;7.9263250000000003e+00;9.8385510000000007e+00;1.1764184999999999e+01;1.3674438000000000e+01;1.5535857000000000e+01;1.7905239999999999e+01;2.0213312999999999e+01;2.2459579000000002e+01;2.4647342999999999e+01;2.6783325999999999e+01;2.8870443000000002e+01;3.0906914000000000e+01;3.2890867000000000e+01;3.4822878000000003e+01;3.6704661000000002e+01;3.8537759000000001e+01;4.0923105000000000e+01;4.3211326000000000e+01;4.5410848000000001e+01;4.7523059000000003e+01;4.9550615000000001e+01;5.1498697000000000e+01;5.1734473000000001e+01;1.0701796000000000e+01;1.2477992000000000e+01;1.3818063000000000e+01;1.5841972000000000e+01;1.7832139000000002e+01;2.0171737000000000e+01;2.2457633000000001e+01;2.4689368000000002e+01;2.6864076000000001e+01;2.8982976000000001e+01;3.1049023999999999e+01;3.1393818000000000e+01;3.2988120000000002e+01;3.4466662999999997e+01;1.9175049000000001e+01;2.0965219000000001e+01;2.2803822000000000e+01;2.4603598999999999e+01;2.6364867000000000e+01;2.8087965000000001e+01;2.9773159000000000e+01;3.1420938000000000e+01;3.3032066999999998e+01;3.4607132000000000e+01;3.6146760000000000e+01;3.7651446000000000e+01;3.9121724999999998e+01;4.0558157000000001e+01;4.1961315999999997e+01;4.3331850000000003e+01;4.4670413000000003e+01;4.6019236999999997e+01;4.7291956999999996e+01;4.8532508000000000e+01;4.9742176000000001e+01;5.0922995999999998e+01;5.2075417999999999e+01;5.3199528000000001e+01;5.4295886000000003e+01;5.5365454999999997e+01;5.6409024000000002e+01;5.7427137000000002e+01;5.8420346000000002e+01;5.9389302999999998e+01;6.0334651999999998e+01;6.1256959000000002e+01;6.2156751000000000e+01;6.3034576000000001e+01;6.3114159999999998e+01
9.5881346416896804e+01;2.3519873551691980e-02;3.3694380073946839e-01;2.0170444661926162e-01;6.3900285216457248e-06;6.7390778667271711e-09;7.8420766355307391e-04;2.1152419999999998e+00;4.3434109999999997e+00;6.4567199999999998e+00;8.5108829999999998e+00;1.0549911000000000e+01;1.2583990999999999e+01;1.4593184000000001e+01;1.6552368999999999e+01;1.9062750999999999e+01;2.1508261000000001e+01;2.3883212000000000e+01;2.6185487999999999e+01;2.8421296999999999e+01;3.0597448000000000e+01;3.2715139999999998e+01;3.4773074000000001e+01;3.6771163000000001e+01;3.8710487000000001e+01;4.1512343999999999e+01;4.4216006999999998e+01;4.6801425000000002e+01;4.9249814999999998e+01;5.1575552999999999e+01;5.3796703999999998e+01;5.5916687000000003e+01;5.6159824999999998e+01;1.1019064999999999e+01;1.2945114000000000e+01;1.4386933000000001e+01;1.6565722999999998e+01;1.8702648000000000e+01;2.1252723000000000e+01;2.3738910000000001e+01;2.6158875999999999e+01;2.8506575999999999e+01;3.0782295999999999e+01;3.2990836999999999e+01;3.3357802000000000e+01;3.5175801999999997e+01;3.6860216000000001e+01;2.0748269000000001e+01;2.2754690000000000e+01;2.4829599999999999e+01;2.6860271000000001e+01;2.8845756000000002e+01;3.0785658999999999e+01;3.2680919000000003e+01;3.4532012000000002e+01;3.6339115000000000e+01;3.8102941000000001e+01;3.9824379000000000e+01;4.2383836000000002e+01;4.4865147000000000e+01;4.7248341000000003e+01;4.9513269999999999e+01;5.1673231999999999e+01;5.3745431000000004e+01;5.5732487999999996e+01;5.7631379000000003e+01;5.9443717999999997e+01;6.1174610999999999e+01;6.2827598000000002e+01;6.4404613999999995e+01;6.5908259999999999e+01;6.7342111000000003e+01;6.8709424999999996e+01;7.0012709999999998e+01;7.1254281000000006e+01;7.2436767000000003e+01;7.3562954000000005e+01;7.4635464999999996e+01;7.5656693000000004e+01;7.6628915000000006e+01;7.7554365000000004e+01;7.7620632000000001e+01
9.9826991397945008e+01;2.3097835431172928e-02;2.9742006465508042e-01;5.3498537219260844e-02;9.0619260393490035e-06;4.0711083186902927e-09;1.0515938572837069e-04;5.8757999999999999e-01;1.2344160000000000e+00;1.8765760000000000e+00;2.5145499999999998e+00;3.1483400000000001e+00;3.7776570000000000e+00;4.4022470000000000e+00;5.0221130000000000e+00;5.6374459999999997e+00;6.2484419999999998e+00;6.8551979999999997e+00;7.4577210000000003e+00;8.0559940000000001e+00;8.6500260000000004e+00;9.2398650000000000e+00;9.8255789999999994e+00;1.0407226000000000e+01;1.0984845999999999e+01;1.1558468000000000e+01;1.2128118000000001e+01;1.2693828000000000e+01;1.3255636000000001e+01;1.3813579000000001e+01;1.4367692000000000e+01;1.4918006000000000e+01;1.4990130000000001e+01;5.1453150000000001e+00;5.7447910000000002e+00;6.1992609999999999e+00;7.0441989999999999e+00;7.8813570000000004e+00;8.7108469999999993e+00;9.5327970000000004e+00;1.0347270000000000e+01;1.1154289000000000e+01;1.1953889999999999e+01;1.2746131999999999e+01;1.2884613999999999e+01;1.3292444000000000e+01;1.3677515000000000e+01;7.1214250000000003e+00;7.5371030000000001e+00;7.9682079999999997e+00;8.3973709999999997e+00;8.8245909999999999e+00;9.2498900000000006e+00;9.6732920000000000e+00;1.0094802000000000e+01;1.0514409000000001e+01;1.0932111000000001e+01;1.1347913000000000e+01;1.1761822000000000e+01;1.2173850000000000e+01;1.2584002000000000e+01;1.2992285000000001e+01;1.3398705000000000e+01;1.3803267999999999e+01;1.4205985000000000e+01;1.4606866000000000e+01;1.5005925000000000e+01;1.5403174999999999e+01;1.5798636999999999e+01;1.6192343999999999e+01;1.6584329000000000e+01;1.6974609000000001e+01;1.7363187000000000e+01;1.7750063999999998e+01;1.8135238999999999e+01;1.8518706999999999e+01;1.8900468000000000e+01;1.9280519000000002e+01;1.9658860000000001e+01;2.0035492000000001e+01;2.0410416000000001e+01;2.0444517999999999e+01
1.0144248569820780e+02;2.2943587032905437e-02;4.0397713406291280e-01;1.7347396336082327e-01;4.2917865782034619e-06;3.7952147472107817e-09;7.8152743984402694e-04;1.9070419999999999e+00;3.8716159999999999e+00;5.7120329999999999e+00;7.5114099999999997e+00;9.3283520000000006e+00;1.1183173000000000e+01;1.3002596000000000e+01;1.4761226000000001e+01;1.6968755999999999e+01;1.9123080000000002e+01;2.1229134999999999e+01;2.3291070999999999e+01;2.5311688000000000e+01;2.7289933999999999e+01;2.9223341000000001e+01;3.1111743000000001e+01;3.2957147999999997e+01;3.4761302000000001e+01;3.6524855000000002e+01;3.8882646999999999e+01;4.1176188000000003e+01;4.3395164999999999e+01;4.5531920000000000e+01;4.7595857000000002e+01;4.9594754000000002e+01;4.9831049999999998e+01;9.5132980000000007e+00;1.1251384000000000e+01;1.2561420000000000e+01;1.4580990000000000e+01;1.6566164000000001e+01;1.8839518000000002e+01;2.1062529000000001e+01;2.3235600999999999e+01;2.5357697999999999e+01;2.7430336000000000e+01;2.9455413000000000e+01;2.9795562000000000e+01;3.1392550000000000e+01;3.2880175000000001e+01;1.8128717000000002e+01;1.9860685000000000e+01;2.1662181000000000e+01;2.3433976000000001e+01;2.5175024000000001e+01;2.6884446000000001e+01;2.8562535000000000e+01;3.0209854000000000e+01;3.1826718000000000e+01;3.3413516999999999e+01;3.4970711999999999e+01;3.6498578999999999e+01;3.7997233000000001e+01;4.0124679000000000e+01;4.2201169000000000e+01;4.4215600000000002e+01;4.6159551000000000e+01;4.8043444999999998e+01;4.9875030000000002e+01;5.1652628999999997e+01;5.3373035000000002e+01;5.5037599999999998e+01;5.6649631999999997e+01;5.8210645000000000e+01;5.9720928999999998e+01;6.1181443999999999e+01;6.2593924999999999e+01;6.3959873000000002e+01;6.5280282000000000e+01;6.6556173999999999e+01;6.7788876000000002e+01;6.8979782999999998e+01;7.0130095999999995e+01;7.1240891000000005e+01;7.1323193000000003e+01
1.0433587918337648e+02;2.3577983566502550e-02;3.8269595297248998e-01;6.6458876790778415e-02;4.3835620133340910e-06;3.6477501366666736e-09;7.2382925147014760e-04;1.6476649999999999e+00;3.3509820000000001e+00;4.9518420000000001e+00;6.5207769999999998e+00;8.1080530000000000e+00;9.7315749999999994e+00;1.1330985000000000e+01;1.2881755000000000e+01;1.4395225999999999e+01;1.6299481000000000e+01;1.8168711999999999e+01;2.0006205999999999e+01;2.1811954000000000e+01;2.3585819999999998e+01;2.5327127999999998e+01;2.7035380000000000e+01;2.8711445000000001e+01;3.0356797000000000e+01;3.1972048000000001e+01;3.3557054999999998e+01;3.5111798999999998e+01;3.6636667000000003e+01;3.8716715999999998e+01;4.0748081999999997e+01;4.2722530999999996e+01;4.2959870000000002e+01;8.4348799999999997e+00;9.9523080000000004e+00;1.1098822000000000e+01;1.2889631000000000e+01;1.4655215999999999e+01;1.6394921000000000e+01;1.8419626000000001e+01;2.0406495000000000e+01;2.2354468000000001e+01;2.4262328000000000e+01;2.6132013000000001e+01;2.6448304000000000e+01;2.7894335000000002e+01;2.9245315000000002e+01;1.5898172000000001e+01;1.7388441000000000e+01;1.8937453000000001e+01;2.0464670000000002e+01;2.1970566000000002e+01;2.3454882000000001e+01;2.4917504999999998e+01;2.6358588000000001e+01;2.7778203999999999e+01;2.9176454000000000e+01;3.0553559000000000e+01;3.1909756000000002e+01;3.3245192000000003e+01;3.4559949000000003e+01;3.5854151999999999e+01;3.7128000999999998e+01;3.8381698999999998e+01;3.9615420999999998e+01;4.1241404000000003e+01;4.2815044000000000e+01;4.4348061000000001e+01;4.5842756999999999e+01;4.7300372000000003e+01;4.8721556000000000e+01;5.0107629000000003e+01;5.1459702000000000e+01;5.2778579999999998e+01;5.4064850000000000e+01;5.5319153999999997e+01;5.6542371000000003e+01;5.7735461999999998e+01;5.8899231000000000e+01;6.0034337000000001e+01;6.1141404999999999e+01;6.1235031999999997e+01
1.0634218440685767e+02;2.3889924379152667e-02;2.5943603668919868e-01;1.3921790393758851e-01;3.4600022138849735e-06;5.6939786475393331e-09;1.0192323580533065e-03;3.2468499999999998e+00;6.5855249999999996e+00;9.7049810000000001e+00;1.2733718000000000e+01;1.5758500000000000e+01;1.9414090999999999e+01;2.2991161999999999e+01;2.6390716000000001e+01;2.9654100000000000e+01;3.2828957000000003e+01;3.5904850000000003e+01;3.8871910999999997e+01;4.2704149999999998e+01;4.6337752999999999e+01;4.9775362000000001e+01;5.3019719000000002e+01;5.6084871999999997e+01;5.8984628000000001e+01;6.1726047999999999e+01;6.4313789000000000e+01;6.6754606999999993e+01;6.9056910000000002e+01;7.1228774000000001e+01;7.3277212000000006e+01;7.5208614999999995e+01;7.5429275000000004e+01;1.5947468000000001e+01;1.9207394000000001e+01;2.1303470999999998e+01;2.4278175999999998e+01;2.7529596999999999e+01;3.0704469000000000e+01;3.3788384999999998e+01;3.6766406000000003e+01;3.9636313999999999e+01;4.3463174000000002e+01;4.7110971999999997e+01;4.7694358999999999e+01;5.0147015000000003e+01;5.2378650000000000e+01;3.0722207000000001e+01;3.3261288000000000e+01;3.5820041000000003e+01;3.8276792999999998e+01;4.0653007000000002e+01;4.2949435999999999e+01;4.5169500999999997e+01;4.7313839000000002e+01;4.9382992999999999e+01;5.1379522000000001e+01;5.3306711999999997e+01;5.5167054999999998e+01;5.6962189000000002e+01;5.8694073000000003e+01;6.0364874999999998e+01;6.1976745999999999e+01;6.3531664999999997e+01;6.5031542999999999e+01;6.6478313999999997e+01;6.7346367000000001e+01;6.8169926000000004e+01;6.8975696999999997e+01;6.9763435999999999e+01;7.0533109999999994e+01;7.1285124999999994e+01;7.2020166000000003e+01;7.2738896999999994e+01;7.3441846999999996e+01;7.4129363999999995e+01;7.4801664000000002e+01;7.5458974999999995e+01;7.6101618999999999e+01;7.6729997999999995e+01;7.7344542000000004e+01;7.7400338000000005e+01
9.4783285845362911e+01;2.2012304492514432e-02;4.2004675187280316e-01;9.3898697504732648e-02;3.3386693500211833e-06;5.0385931322633036e-09;8.0857534797412224e-04;1.9288810000000001e+00;3.9251190000000000e+00;5.8037130000000001e+00;7.6410850000000003e+00;9.4901850000000003e+00;1.1373430000000001e+01;1.3204765000000000e+01;1.5223053000000000e+01;1.7209785000000000e+01;1.9170822000000001e+01;2.1098229000000000e+01;2.2982765000000001e+01;2.4819588000000000e+01;2.6610669999999999e+01;2.8362183000000002e+01;3.0078827000000000e+01;3.1760694000000001e+01;3.3405211000000001e+01;3.5010852999999997e+01;3.6578465999999999e+01;3.8502881000000002e+01;4.0533141000000001e+01;4.2494038000000003e+01;4.4385860000000001e+01;4.6210870000000000e+01;4.6429957999999999e+01;9.5311100000000000e+00;1.1578101999999999e+01;1.2953369000000000e+01;1.4936479000000000e+01;1.6876501000000001e+01;1.8949314000000001e+01;2.0990359999999999e+01;2.2990863000000001e+01;2.4943345999999998e+01;2.6847390000000001e+01;2.8705663999999999e+01;2.9017195000000001e+01;3.0570716000000001e+01;3.2009197000000000e+01;1.7731459999999998e+01;1.9402857999999998e+01;2.1122647000000001e+01;2.2808180000000000e+01;2.4459810000000001e+01;2.6077755000000000e+01;2.7662116999999999e+01;2.9213118000000001e+01;3.0731209000000000e+01;3.2216999999999999e+01;3.3671014000000000e+01;3.5093721000000002e+01;3.6485590000000002e+01;3.7847070000000002e+01;3.9178699000000002e+01;4.0481008000000003e+01;4.1754426000000002e+01;4.2999415999999997e+01;4.4216458000000003e+01;4.5436469000000002e+01;4.6624116000000001e+01;4.7782592999999999e+01;4.8912990000000001e+01;5.0016331000000001e+01;5.1092880999999998e+01;5.2143085999999997e+01;5.3167791000000001e+01;5.4167819999999999e+01;5.5143742000000003e+01;5.6096024999999997e+01;5.7025224999999999e+01;5.7931969000000002e+01;5.8816845999999998e+01;5.9680371000000001e+01;5.9756709999999998e+01
1.0165454905981038e+02;2.2692648543583605e-02;3.1844259349336923e-01;3.1367105285484885e-02;3.7748742746564032e-06;5.5895465238920285e-09;5.7869371894960246e-04;1.7132870000000000e+00;3.5041090000000001e+00;5.2029750000000003e+00;6.8695139999999997e+00;8.5457999999999998e+00;1.0238213999999999e+01;1.1921370000000000e+01;1.3566274999999999e+01;1.5397881999999999e+01;1.7208428999999999e+01;1.8998248000000000e+01;2.0760631000000000e+01;2.2488705000000000e+01;2.4179880000000001e+01;2.5837233000000001e+01;2.7465814999999999e+01;2.9068097999999999e+01;3.0642975000000000e+01;3.2188327999999998e+01;3.3703505000000000e+01;3.5189503000000002e+01;3.6647733000000002e+01;3.8600031000000001e+01;4.0492862000000002e+01;4.2331194000000004e+01;4.2556882999999999e+01;8.5927720000000001e+00;1.0187554000000000e+01;1.1394857000000000e+01;1.3243677000000000e+01;1.5064336000000001e+01;1.6855626999999998e+01;1.8793047999999999e+01;2.0702556000000001e+01;2.2577081000000000e+01;2.4414429999999999e+01;2.6216279000000000e+01;2.6520765999999998e+01;2.7929082000000001e+01;2.9234735000000001e+01;1.5931627000000001e+01;1.7393495000000001e+01;1.8901208000000000e+01;2.0383626000000000e+01;2.1841030000000000e+01;2.3273734999999999e+01;2.4682046000000000e+01;2.6066127999999999e+01;2.7426124999999999e+01;2.8762274000000001e+01;3.0074926000000001e+01;3.1364408999999998e+01;3.2631065000000000e+01;3.3875174000000001e+01;3.5097060999999997e+01;3.6297069999999998e+01;3.7475512000000002e+01;3.8632719000000002e+01;3.9769058000000001e+01;4.0884883000000002e+01;4.1980508999999998e+01;4.3056238999999998e+01;4.4177435000000003e+01;4.5254694000000001e+01;4.6310881000000002e+01;4.7346769999999999e+01;4.8363491000000003e+01;4.9361189000000003e+01;5.0339821999999998e+01;5.1299695000000000e+01;5.2241391999999998e+01;5.3165371000000000e+01;5.4071888999999999e+01;5.4961202000000000e+01;5.5041986999999999e+01
1.0598623744204222e+02;2.4122064226645989e-02;2.2405719417784536e-01;1.6643660434459487e-01;7.1607113072530371e-06;2.0001085167990543e-09;9.6856406977632870e-04;1.2372470000000000e+00;2.5343040000000001e+00;3.7590189999999999e+00;4.9551390000000000e+00;6.1574059999999999e+00;7.3734419999999998e+00;8.5875909999999998e+00;9.7804190000000002e+00;1.0944769000000001e+01;1.2086634999999999e+01;1.3215903000000001e+01;1.4337837000000000e+01;1.5451159000000001e+01;1.6551566999999999e+01;1.7906855000000000e+01;1.9245961000000001e+01;2.0565816000000002e+01;2.1863982000000000e+01;2.3141410000000000e+01;2.4400817000000000e+01;2.5643436000000001e+01;2.6869039000000001e+01;2.8077214999999999e+01;2.9267813000000000e+01;3.0440980000000000e+01;3.0589017999999999e+01;7.1382849999999998e+00;8.2906089999999999e+00;9.1597720000000002e+00;1.0621492999999999e+01;1.2063783000000001e+01;1.3488345000000001e+01;1.4894515999999999e+01;1.6281068000000001e+01;1.7647694999999999e+01;1.9240324000000001e+01;2.0810255000000002e+01;2.1080060000000000e+01;2.2206181999999998e+01;2.3263964999999999e+01;1.2417396999999999e+01;1.3431676000000000e+01;1.4477073000000001e+01;1.5511908999999999e+01;1.6536200999999998e+01;1.7549544000000001e+01;1.8587175999999999e+01;1.9613925999999999e+01;2.0630655999999998e+01;2.1637613000000002e+01;2.2635801000000001e+01;2.3625129000000001e+01;2.4604937000000000e+01;2.5575294000000000e+01;2.6536773000000000e+01;2.7489753000000000e+01;2.8434370999999999e+01;2.9370759000000000e+01;3.0299033999999999e+01;3.1219252000000001e+01;3.2131425999999998e+01;3.3035553999999998e+01;3.3931618999999998e+01;3.4819578999999997e+01;3.5699387000000002e+01;3.6571010999999999e+01;3.7434435999999998e+01;3.8289659000000000e+01;3.9136671000000000e+01;4.0463236999999999e+01;4.1784001000000004e+01;4.3084584000000000e+01;4.4349635999999997e+01;4.5584434000000002e+01;4.5685313000000001e+01
