"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(0, 8, BC)$";"$\tau_c(250, 8, BC)$";"$\tau_c(500, 8, BC)$";"$\tau_c(750, 8, BC)$";"$\tau_c(1000, 8, BC)$";"$\tau_c(1250, 8, BC)$";"$\tau_c(1500, 8, BC)$";"$\tau_c(1750, 8, BC)$";"$\tau_c(2000, 8, BC)$";"$\tau_c(2250, 8, BC)$";"$\tau_c(2500, 8, BC)$";"$\tau_c(2750, 8, BC)$";"$\tau_c(3000, 8, BC)$";"$\tau_c(3250, 8, BC)$";"$\tau_c(3500, 8, BC)$";"$\tau_c(3750, 8, BC)$";"$\tau_c(4000, 8, BC)$";"$\tau_c(4250, 8, BC)$";"$\tau_c(4500, 8, BC)$";"$\tau_c(4750, 8, BC)$";"$\tau_c(5000, 8, BC)$";"$\tau_c(5250, 8, BC)$";"$\tau_c(5500, 8, BC)$";"$\tau_c(5750, 8, BC)$";"$\tau_c(6000, 8, BC)$";"$\tau_c(6250, 8, BC)$";"$\tau_c(6500, 8, BC)$";"$\tau_c(6750, 8, BC)$";"$\tau_c(7000, 8, BC)$";"$\tau_c(7250, 8, BC)$";"$\tau_c(7500, 8, BC)$";"$\tau_c(7750, 8, BC)$";"$\tau_c(8000, 8, BC)$";"$\tau_c(8250, 8, BC)$";"$\tau_c(8500, 8, BC)$";"$\tau_c(8750, 8, BC)$";"$\tau_c(9000, 8, BC)$";"$\tau_c(9250, 8, BC)$";"$\tau_c(9500, 8, BC)$";"$\tau_c(9750, 8, BC)$";"$\tau_c(10000, 8, BC)$";"$\tau_c(10250, 8, BC)$";"$\tau_c(10500, 8, BC)$";"$\tau_c(10750, 8, BC)$";"$\tau_c(11000, 8, BC)$";"$\tau_c(11250, 8, BC)$";"$\tau_c(11500, 8, BC)$";"$\tau_c(11750, 8, BC)$";"$\tau_c(12000, 8, BC)$";"$\tau_c(12250, 8, BC)$";"$\tau_c(12500, 8, BC)$";"$\tau_c(12750, 8, BC)$";"$\tau_c(13000, 8, BC)$";"$\tau_c(13250, 8, BC)$";"$\tau_c(13500, 8, BC)$";"$\tau_c(13750, 8, BC)$";"$\tau_c(14000, 8, BC)$";"$\tau_c(14250, 8, BC)$";"$\tau_c(14500, 8, BC)$";"$\tau_c(14750, 8, BC)$";"$\tau_c(15000, 8, BC)$";"$\tau_c(15250, 8, BC)$";"$\tau_c(15500, 8, BC)$";"$\tau_c(15750, 8, BC)$";"$\tau_c(16000, 8, BC)$";"$\tau_c(16250, 8, BC)$";"$\tau_c(16500, 8, BC)$";"$\tau_c(16750, 8, BC)$";"$\tau_c(17000, 8, BC)$";"$\tau_c(17250, 8, BC)$";"$\tau_c(17500, 8, BC)$";"$\tau_c(17750, 8, BC)$";"$\tau_c(18000, 8, BC)$";"$\tau_c(18250, 8, BC)$";"$\tau_c(18500, 8, BC)$"
9.6221443552982791e+01;2.4061453231171443e-02;3.8189285025311076e-01;2.3097217589774655e-01;5.8118458527898047e-06;7.1821057030842157e-09;1.0211657830354027e-03;6.3021229999999999e+00;1.3136220000000000e+01;1.9652177999999999e+01;2.5657568999999999e+01;3.1202487000000001e+01;3.6581631000000002e+01;4.1614111000000001e+01;4.6268866000000003e+01;5.0574688000000002e+01;5.4577945000000000e+01;5.8281199999999998e+01;6.1685653000000002e+01;6.5047932000000003e+01;6.8157385000000005e+01;7.0974847999999994e+01;7.3493105000000000e+01;7.5763142999999999e+01;7.7821415999999999e+01;7.9678303000000000e+01;8.1343378999999999e+01;8.2835704000000007e+01;8.4176394000000002e+01;8.5381359000000003e+01;8.6462784999999997e+01;8.7432581999999996e+01;8.7535796000000005e+01;2.3556395999999999e+01;2.9465700999999999e+01;3.3610765000000001e+01;3.9370590000000000e+01;4.4683414999999997e+01;4.9560127999999999e+01;5.3995638000000000e+01;5.8031564000000003e+01;6.1722026999999997e+01;6.5246664999999993e+01;6.8506776000000002e+01;6.8994927000000004e+01;7.1236981999999998e+01;7.3195035000000004e+01;4.9346494000000000e+01;5.3740552000000001e+01;5.7643225999999999e+01;6.1296160000000000e+01;6.4659766000000005e+01;6.7697384999999997e+01;7.0451184999999995e+01;7.2966866999999993e+01;7.5256386000000006e+01;7.6231908000000004e+01;7.7071258999999998e+01;7.7866736000000003e+01;7.8619747000000004e+01;7.9332048999999998e+01;8.0006525999999994e+01;8.0646664999999999e+01;8.1255320999999995e+01;8.1834545000000006e+01;8.2385891999999998e+01;8.2910698999999994e+01;8.3410345000000007e+01;8.3886349999999993e+01;8.4340280000000007e+01;8.4773585999999995e+01;8.5187509000000006e+01;8.5583093000000005e+01;8.5961265999999995e+01;8.6322914999999995e+01;8.6668925000000002e+01;8.7000163999999998e+01;8.7317453000000000e+01;8.7621538000000001e+01;8.7913094000000001e+01;8.8192734999999999e+01;8.8217837000000003e+01
9.7661503087614292e+01;2.2987583727703188e-02;4.1063209453730809e-01;6.8295541498802931e-02;5.0831831383252237e-06;5.1548201817732376e-09;1.0685121889793909e-03;4.7863030000000002e+00;1.0172380000000000e+01;1.5419045000000001e+01;2.0284110999999999e+01;2.4844859000000000e+01;2.9207988000000000e+01;3.3340922999999997e+01;3.6242978999999998e+01;3.8963918999999997e+01;4.1562162000000001e+01;4.4045954000000002e+01;4.6419243999999999e+01;4.8685704000000001e+01;5.0850527000000000e+01;5.2918951000000000e+01;5.4895198000000001e+01;5.6783087999999999e+01;5.8586624999999998e+01;6.0309767999999998e+01;6.1192580999999997e+01;6.2007893000000003e+01;6.2802143999999998e+01;6.3577410000000000e+01;6.4335588999999999e+01;6.5076210000000003e+01;6.5172633000000005e+01;1.5343980000000000e+01;1.9920632999999999e+01;2.3347082000000000e+01;2.8362608000000002e+01;3.3111789000000002e+01;3.7151848000000001e+01;4.0946871000000002e+01;4.4505167999999998e+01;4.7841427000000003e+01;5.0972242999999999e+01;5.3908315000000002e+01;5.4390365000000003e+01;5.5726270999999997e+01;5.6951726999999998e+01;3.4848207000000002e+01;3.6676116000000000e+01;3.8452477000000002e+01;4.0175206000000003e+01;4.1846592999999999e+01;4.3468671999999998e+01;4.5042870000000001e+01;4.6570329999999998e+01;4.8052494000000003e+01;4.9490870999999999e+01;5.0886780000000002e+01;5.2241430000000001e+01;5.3556058999999998e+01;5.4831907000000001e+01;5.6070143000000002e+01;5.7271880000000003e+01;5.8438211000000003e+01;5.9570207000000003e+01;6.0668900999999998e+01;6.1255806000000000e+01;6.1795532000000001e+01;6.2325581999999997e+01;6.2847178999999997e+01;6.3361659000000003e+01;6.3868481000000003e+01;6.4367159999999998e+01;6.4857861999999997e+01;6.5341127000000000e+01;6.5817193000000003e+01;6.6285972999999998e+01;6.6747451999999996e+01;6.7201813999999999e+01;6.7649272999999994e+01;6.8089934000000000e+01;6.8130134999999996e+01
1.1126453988016230e+02;2.3031484624729037e-02;3.2043271255263905e-01;1.0860900031573043e-01;3.2032364047711079e-06;5.4974710200333722e-09;3.0816751137669466e-04;3.1294860000000000e+00;6.6716309999999996e+00;1.0167334000000000e+01;1.3486079999999999e+01;1.6678778000000001e+01;1.9808423000000001e+01;2.2825606000000001e+01;2.5745296000000000e+01;2.8586154000000001e+01;3.1340989000000000e+01;3.3384200999999997e+01;3.5406860999999999e+01;3.7388874999999999e+01;3.9326351000000003e+01;4.1228900000000003e+01;4.3098064000000001e+01;4.4927900000000001e+01;4.6716642999999998e+01;4.8466973000000003e+01;5.0180140999999999e+01;5.1855105999999999e+01;5.3491447000000001e+01;5.5089970999999998e+01;5.6651299000000002e+01;5.8175502999999999e+01;5.8356946000000001e+01;1.3539804999999999e+01;1.6653466000000002e+01;1.8952552000000001e+01;2.2535819000000000e+01;2.5995505000000001e+01;2.9317487000000000e+01;3.2507289000000000e+01;3.4974421999999997e+01;3.7399526000000002e+01;3.9754612000000002e+01;4.2034545999999999e+01;4.2413117000000000e+01;4.4136066000000000e+01;4.5734853000000001e+01;2.6066182999999999e+01;2.8233791000000000e+01;3.0430468000000001e+01;3.2476737000000000e+01;3.4490865999999997e+01;3.6459386000000002e+01;3.8378861999999998e+01;4.0256984000000003e+01;4.2096789000000001e+01;4.3895311999999997e+01;4.5651631999999999e+01;4.7367994000000003e+01;4.9045807000000003e+01;5.0684818999999997e+01;5.2285159000000000e+01;5.3847872000000002e+01;5.5373851999999999e+01;5.6863497000000002e+01;5.8317248999999997e+01;5.9735824000000001e+01;6.1119948000000001e+01;6.1903213000000001e+01;6.2692852999999999e+01;6.3479632000000002e+01;6.4253101999999998e+01;6.5013774999999995e+01;6.5762163000000001e+01;6.6498231000000004e+01;6.7221800999999999e+01;6.7933098000000001e+01;6.8632431999999994e+01;6.9319987999999995e+01;6.9995861000000005e+01;7.0660195000000002e+01;7.0718118000000004e+01
9.8391173439352755e+01;2.3401882610528845e-02;3.2152871774427794e-01;8.6597502873433735e-02;5.1719707620418945e-06;5.3926011481002822e-09;8.0122138987162800e-04;4.1702870000000001e+00;8.8554220000000008e+00;1.3440649000000001e+01;1.7736757000000001e+01;2.1800560999999998e+01;2.5715437999999999e+01;2.9457502999999999e+01;3.2999586999999998e+01;3.6127955000000000e+01;3.9122067999999999e+01;4.1977477999999998e+01;4.4701495999999999e+01;4.7303294999999999e+01;4.9785502000000001e+01;5.2150573999999999e+01;5.4403497999999999e+01;5.6549813000000000e+01;5.8593777000000003e+01;6.0539498999999999e+01;6.1474663999999997e+01;6.2343705999999997e+01;6.3189132999999998e+01;6.4013210000000001e+01;6.4817757999999998e+01;6.5602361000000002e+01;6.5704355000000007e+01;1.5354678000000000e+01;1.9422094999999999e+01;2.2417766000000000e+01;2.6825883999999999e+01;3.1029706000000001e+01;3.4831299000000001e+01;3.8453825999999999e+01;4.1883225000000003e+01;4.5126753999999998e+01;4.8207486000000003e+01;5.1129378000000003e+01;5.1594971999999999e+01;5.3292757000000002e+01;5.4841062999999998e+01;3.3175395999999999e+01;3.5384127999999997e+01;3.7503053999999999e+01;3.9547828000000003e+01;4.1521979000000002e+01;4.3428645000000003e+01;4.5270088000000001e+01;4.7048205000000003e+01;4.8765273000000001e+01;5.0423616000000003e+01;5.2025283000000002e+01;5.3572169000000002e+01;5.5066187999999997e+01;5.6509233000000002e+01;5.7903086000000002e+01;5.9249442000000002e+01;6.0549953000000002e+01;6.1216130999999997e+01;6.1826963999999997e+01;6.2425736000000001e+01;6.3013993999999997e+01;6.3593217000000003e+01;6.4162750000000003e+01;6.4722095999999993e+01;6.5271541999999997e+01;6.5811739000000003e+01;6.6342939999999999e+01;6.6865064000000004e+01;6.7378147999999996e+01;6.7882448999999994e+01;6.8378225999999998e+01;6.8865611000000001e+01;6.9344689000000002e+01;6.9815602999999996e+01;6.9858523000000005e+01
9.5881346416896804e+01;2.3519873551691980e-02;3.3694380073946839e-01;2.0170444661926162e-01;6.3900285216457248e-06;6.7390778667271711e-09;7.8420766355307391e-04;4.0788690000000001e+00;8.5431059999999999e+00;1.2893210000000000e+01;1.7034869000000000e+01;2.0973068000000001e+01;2.4744133000000001e+01;2.8347840000000001e+01;3.1777146999999999e+01;3.5258611999999999e+01;3.8615690999999998e+01;4.1814337999999999e+01;4.4854467000000000e+01;4.7765234999999997e+01;5.0545031999999999e+01;5.3184680000000000e+01;5.5687106000000000e+01;5.8061618000000003e+01;6.0313052999999996e+01;6.2502460999999997e+01;6.4582196999999994e+01;6.6536231999999998e+01;6.8359185999999994e+01;7.0069254999999998e+01;7.1678917999999996e+01;7.3190095999999997e+01;7.3367448999999993e+01;1.7397432999999999e+01;2.1395341999999999e+01;2.4266116000000000e+01;2.8517454000000001e+01;3.2580627000000000e+01;3.6428899000000001e+01;4.0086750000000002e+01;4.3533861999999999e+01;4.6772970999999998e+01;4.9835144000000000e+01;5.2728257999999997e+01;5.3187604999999998e+01;5.5592680000000001e+01;5.7758574000000003e+01;3.5685276000000002e+01;3.8658496000000000e+01;4.1556181000000002e+01;4.4350760999999999e+01;4.7026730999999998e+01;4.9590235000000000e+01;5.2048746000000001e+01;5.4401494000000000e+01;5.6647119000000004e+01;5.8788632999999997e+01;6.0830069999999999e+01;6.2431899999999999e+01;6.3920383000000001e+01;6.5337044000000006e+01;6.6686985000000007e+01;6.7976882000000003e+01;6.9208472000000000e+01;7.0382874000000001e+01;7.1502740000000003e+01;7.2571495999999996e+01;7.3591790000000003e+01;7.4565528000000000e+01;7.5494709999999998e+01;7.6381570999999994e+01;7.7228246999999996e+01;7.8036601000000005e+01;7.8808368000000002e+01;7.9545267999999993e+01;8.0248979000000006e+01;8.0921073000000007e+01;8.1563018000000000e+01;8.2176218000000006e+01;8.2762029999999996e+01;8.3321740000000005e+01;8.3370958000000002e+01
9.9826991397945008e+01;2.3097835431172928e-02;2.9742006465508042e-01;5.3498537219260844e-02;9.0619260393490035e-06;4.0711083186902927e-09;1.0515938572837069e-04;1.3529420000000001e+00;2.8325540000000000e+00;4.2877669999999997e+00;5.7194110000000000e+00;7.1276250000000001e+00;8.5125050000000009e+00;9.8744169999999993e+00;1.1213791000000001e+01;1.2531019000000001e+01;1.3826466000000000e+01;1.5100500000000000e+01;1.6353497999999998e+01;1.7585836000000000e+01;1.8797885999999998e+01;1.9990013999999999e+01;2.1162572999999998e+01;2.2315912000000001e+01;2.3450374000000000e+01;2.4566293999999999e+01;2.5664003999999998e+01;2.6743829000000002e+01;2.7806087999999999e+01;2.8851091000000000e+01;2.9879145999999999e+01;3.0890552000000000e+01;3.1022617000000000e+01;1.1502343000000000e+01;1.2664084000000001e+01;1.3540594000000000e+01;1.5185983999999999e+01;1.6797868000000001e+01;1.8377043000000000e+01;1.9924146000000000e+01;2.1439750000000000e+01;2.2924475999999999e+01;2.4378976999999999e+01;2.5803895000000001e+01;2.6051452000000001e+01;2.6734385000000000e+01;2.7374206000000001e+01;1.4917415000000000e+01;1.5643903000000000e+01;1.6387018999999999e+01;1.7123840000000001e+01;1.7854085999999999e+01;1.8577831000000000e+01;1.9295096000000001e+01;2.0005870000000002e+01;2.0710163000000001e+01;2.1408011999999999e+01;2.2099463000000000e+01;2.2784562000000001e+01;2.3463359000000001e+01;2.4135905000000001e+01;2.4802254999999999e+01;2.5462463000000000e+01;2.6116582999999999e+01;2.6764669999999999e+01;2.7406777000000002e+01;2.8042960000000001e+01;2.8673272000000001e+01;2.9297765999999999e+01;2.9916495999999999e+01;3.0529515000000000e+01;3.1136875000000000e+01;3.1738629000000000e+01;3.2334828000000002e+01;3.2925525000000000e+01;3.3510769000000003e+01;3.4090612000000000e+01;3.4665104999999997e+01;3.5234298000000003e+01;3.5798239000000002e+01;3.6356980000000000e+01;3.6407829999999997e+01
1.0144248569820780e+02;2.2943587032905437e-02;4.0397713406291280e-01;1.7347396336082327e-01;4.2917865782034619e-06;3.7952147472107817e-09;7.8152743984402694e-04;4.0834700000000002e+00;8.7826389999999996e+00;1.3409834000000000e+01;1.7693328999999999e+01;2.1733263000000001e+01;2.5656072000000002e+01;2.9375157999999999e+01;3.2909979000000000e+01;3.5940261000000000e+01;3.8870451000000003e+01;4.1683323000000001e+01;4.4389843999999997e+01;4.7004038000000001e+01;4.9520183000000003e+01;5.1934255000000000e+01;5.4251099000000004e+01;5.6476118000000000e+01;5.8610146000000000e+01;6.0653613999999997e+01;6.2263164000000003e+01;6.3825046000000000e+01;6.5327094000000002e+01;6.6765001999999996e+01;6.8147705999999999e+01;6.9480025999999995e+01;6.9638209000000003e+01;1.5745976000000001e+01;1.9710992000000001e+01;2.2599542000000000e+01;2.6915396000000001e+01;3.1029105000000001e+01;3.4606397999999999e+01;3.8028941000000003e+01;4.1286748000000003e+01;4.4387433999999999e+01;4.7347721999999997e+01;5.0169820000000001e+01;5.0623604000000000e+01;5.2909080000000003e+01;5.4989984999999997e+01;3.3051392999999997e+01;3.5800564999999999e+01;3.8490783000000000e+01;4.1098401000000003e+01;4.3614258000000000e+01;4.6040370000000003e+01;4.8383208000000003e+01;5.0644171999999998e+01;5.2822192999999999e+01;5.4918771000000000e+01;5.6936925000000002e+01;5.8878678000000001e+01;6.0745348999999997e+01;6.1963163000000002e+01;6.3119016000000002e+01;6.4237803000000000e+01;6.5321876000000003e+01;6.6374171000000004e+01;6.7394947000000002e+01;6.8384172000000007e+01;6.9342844999999997e+01;7.0272453999999996e+01;7.1173955000000007e+01;7.2047951999999995e+01;7.2895214999999993e+01;7.3716717000000003e+01;7.4513351000000000e+01;7.5285856999999993e+01;7.6034946000000005e+01;7.6761371999999994e+01;7.7465889000000004e+01;7.8149191000000002e+01;7.8811930000000004e+01;7.9454752999999997e+01;7.9511397000000002e+01
1.0433587918337648e+02;2.3577983566502550e-02;3.8269595297248998e-01;6.6458876790778415e-02;4.3835620133340910e-06;3.6477501366666736e-09;7.2382925147014760e-04;3.5326719999999998e+00;7.6146659999999997e+00;1.1660494000000000e+01;1.5437203000000000e+01;1.9026676999999999e+01;2.2539190000000001e+01;2.5898743000000000e+01;2.9114246000000001e+01;3.2222709000000002e+01;3.4888942999999998e+01;3.7481710999999997e+01;3.9988422999999997e+01;4.2417405000000002e+01;4.4779491000000000e+01;4.7069634000000001e+01;4.9284047999999999e+01;5.1425713999999999e+01;5.3498109999999997e+01;5.5501309999999997e+01;5.7435187999999997e+01;5.9301530000000000e+01;6.1102528000000000e+01;6.2031112000000000e+01;6.2913237000000002e+01;6.3773774000000003e+01;6.3885289000000000e+01;1.4561582000000000e+01;1.8022836999999999e+01;2.0565141000000001e+01;2.4430738999999999e+01;2.8147281000000000e+01;3.1658472000000000e+01;3.4740228000000002e+01;3.7714919999999999e+01;4.0565373999999998e+01;4.3300832000000000e+01;4.5938605000000003e+01;4.6368622000000002e+01;4.8211066000000002e+01;4.9901480999999997e+01;2.9191188000000000e+01;3.1604002999999999e+01;3.3934859000000003e+01;3.6192974999999997e+01;3.8379252999999999e+01;4.0495040000000003e+01;4.2542937999999999e+01;4.4525136000000003e+01;4.6443373000000001e+01;4.8299576999999999e+01;5.0095801000000002e+01;5.1833931999999997e+01;5.3515663000000004e+01;5.5142771000000003e+01;5.6716949999999997e+01;5.8239826999999998e+01;5.9713057999999997e+01;6.1138240000000003e+01;6.1753045000000000e+01;6.2328299000000001e+01;6.2893912000000000e+01;6.3451163999999999e+01;6.4001092000000000e+01;6.4543173999999993e+01;6.5077038000000002e+01;6.5602915999999993e+01;6.6121296999999998e+01;6.6632346999999996e+01;6.7135983999999993e+01;6.7632238999999998e+01;6.8121309999999994e+01;6.8603386000000000e+01;6.9078552999999999e+01;6.9546869999999998e+01;6.9589613000000000e+01
1.0634218440685767e+02;2.3889924379152667e-02;2.5943603668919868e-01;1.3921790393758851e-01;3.4600022138849735e-06;5.6939786475393331e-09;1.0192323580533065e-03;7.1577989999999998e+00;1.5171103000000000e+01;2.2828448999999999e+01;2.9724712000000000e+01;3.6042907000000000e+01;4.0544460999999998e+01;4.4811197999999997e+01;4.8812083000000001e+01;5.2579261000000002e+01;5.6112999000000002e+01;5.9420309000000003e+01;6.2518621000000003e+01;6.3944101000000003e+01;6.5269822000000005e+01;6.6547914000000006e+01;6.7782486000000006e+01;6.8976625999999996e+01;7.0130617000000001e+01;7.1245114000000001e+01;7.2321858000000006e+01;7.3362844999999993e+01;7.4369359000000003e+01;7.5342303000000001e+01;7.6282818000000006e+01;7.7192250000000001e+01;7.7309883999999997e+01;1.6566607999999999e+01;2.5089656999999999e+01;3.0288549000000000e+01;3.7249443999999997e+01;4.2515397999999998e+01;4.7450840999999997e+01;5.2017699000000000e+01;5.6262805000000000e+01;6.0234470000000002e+01;6.2572715000000002e+01;6.4742407999999998e+01;6.5107845999999995e+01;6.6066139000000007e+01;6.6953605999999994e+01;4.1744912999999997e+01;4.4537821999999998e+01;4.7343178999999999e+01;4.9669063000000001e+01;5.1892572999999999e+01;5.4024590000000003e+01;5.6076442999999998e+01;5.8049027000000002e+01;5.9941696999999998e+01;6.1758577000000002e+01;6.3504598999999999e+01;6.5182274000000007e+01;6.6793340000000001e+01;6.8340545000000006e+01;6.9826929000000007e+01;7.1254883000000007e+01;7.2626461000000006e+01;7.3943894999999998e+01;7.5209475999999995e+01;7.5622905000000003e+01;7.5992018000000002e+01;7.6356505999999996e+01;7.6715534000000005e+01;7.7068669999999997e+01;7.7416064000000006e+01;7.7758182000000005e+01;7.8095470000000006e+01;7.8428207000000000e+01;7.8756434999999996e+01;7.9080026000000004e+01;7.9398865999999998e+01;7.9712978000000007e+01;8.0022510999999994e+01;8.0327658999999997e+01;8.0355508999999998e+01
9.4783285845362911e+01;2.2012304492514432e-02;4.2004675187280316e-01;9.3898697504732648e-02;3.3386693500211833e-06;5.0385931322633036e-09;8.0857534797412224e-04;4.2769899999999996e+00;9.1575550000000003e+00;1.3926447000000000e+01;1.8322779000000001e+01;2.2454225999999998e+01;2.6440871999999999e+01;3.0191382999999998e+01;3.3143782999999999e+01;3.6012051999999997e+01;3.8754252999999999e+01;4.1380355000000002e+01;4.3908900000000003e+01;4.6335433999999999e+01;4.8655180999999999e+01;5.0871575000000000e+01;5.2989592000000002e+01;5.5011702000000000e+01;5.6940193000000001e+01;5.8778674000000002e+01;6.0531440000000003e+01;6.1343876999999999e+01;6.2112695000000002e+01;6.2861939000000000e+01;6.3592678999999997e+01;6.4305875000000000e+01;6.4398549000000003e+01;1.5543896999999999e+01;2.0378726000000000e+01;2.3492543000000001e+01;2.7759741999999999e+01;3.1773302999999999e+01;3.5025399999999998e+01;3.8139938999999998e+01;4.1095806000000003e+01;4.3903626000000003e+01;4.6587090000000003e+01;4.9147512999999996e+01;4.9557814000000000e+01;5.1145457000000000e+01;5.2583513000000004e+01;3.1781936999999999e+01;3.3928168999999997e+01;3.5990971000000002e+01;3.7981293000000001e+01;3.9901944000000000e+01;4.1755847000000003e+01;4.3545611000000001e+01;4.5273206000000002e+01;4.6940753999999998e+01;4.8550531999999997e+01;5.0104658999999998e+01;5.1605046999999999e+01;5.3053570000000001e+01;5.4452100999999999e+01;5.5802432000000003e+01;5.7106254999999997e+01;5.8365205000000003e+01;5.9580874999999999e+01;6.0754801000000000e+01;6.1311767000000003e+01;6.1838225000000001e+01;6.2355547999999999e+01;6.2864497000000000e+01;6.3365617999999998e+01;6.3858406000000002e+01;6.4342735000000005e+01;6.4818994000000004e+01;6.5287548999999999e+01;6.5748491999999999e+01;6.6201802000000001e+01;6.6647591000000006e+01;6.7086067999999997e+01;6.7517397000000003e+01;6.7941668000000007e+01;6.7980349000000004e+01
1.0165454905981038e+02;2.2692648543583605e-02;3.1844259349336923e-01;3.1367105285484885e-02;3.7748742746564032e-06;5.5895465238920285e-09;5.7869371894960246e-04;3.8244609999999999e+00;8.1712469999999993e+00;1.2442373999999999e+01;1.6439713000000001e+01;2.0239114000000001e+01;2.3932496000000000e+01;2.7483692999999999e+01;3.0857468999999998e+01;3.3450180000000003e+01;3.5957222000000002e+01;3.8374602000000003e+01;4.0711595000000003e+01;4.2972360000000002e+01;4.5155501999999998e+01;4.7261651000000001e+01;4.9293703000000001e+01;5.1254055000000001e+01;5.3144061000000001e+01;5.4965479000000002e+01;5.6720571999999997e+01;5.8411527999999997e+01;6.0040304999999996e+01;6.0801758000000000e+01;6.1520074999999999e+01;6.2223512999999997e+01;6.2315246000000002e+01;1.4550943000000000e+01;1.8236649000000000e+01;2.0970105000000000e+01;2.5028423000000000e+01;2.8912970999999999e+01;3.2570476999999997e+01;3.5490865999999997e+01;3.8323208000000001e+01;4.1035508000000000e+01;4.3651972000000001e+01;4.6167909000000002e+01;4.6575769999999999e+01;4.8003636999999998e+01;4.9306131000000001e+01;2.8909668000000000e+01;3.0880590000000002e+01;3.2800578999999999e+01;3.4666580000000003e+01;3.6479827000000000e+01;3.8241976999999999e+01;3.9955098999999997e+01;4.1620438000000000e+01;4.3239120000000000e+01;4.4812539000000001e+01;4.6342137999999998e+01;4.7829158000000000e+01;4.9274754999999999e+01;5.0680124999999997e+01;5.2046461999999998e+01;5.3374884000000002e+01;5.4666460000000001e+01;5.5922243000000002e+01;5.7143267999999999e+01;5.8330531999999998e+01;5.9484993000000003e+01;6.0607587000000002e+01;6.1119487999999997e+01;6.1602826999999998e+01;6.2079006999999997e+01;6.2548926000000002e+01;6.3013438999999998e+01;6.3472197000000001e+01;6.3924861999999997e+01;6.4371534999999994e+01;6.4812583000000004e+01;6.5248166999999995e+01;6.5678222000000005e+01;6.6102727999999999e+01;6.6141508000000002e+01
1.0598623744204222e+02;2.4122064226645989e-02;2.2405719417784536e-01;1.6643660434459487e-01;7.1607113072530371e-06;2.0001085167990543e-09;9.6856406977632870e-04;2.3048709999999999e+00;4.8574510000000002e+00;7.3927649999999998e+00;9.8701319999999999e+00;1.2279408999999999e+01;1.4630668000000000e+01;1.6925777000000000e+01;1.9163333000000002e+01;2.1346409000000001e+01;2.3478598000000002e+01;2.5559799999999999e+01;2.7588464999999999e+01;2.9564755999999999e+01;3.1490500999999998e+01;3.3259661999999999e+01;3.5007828000000003e+01;3.6722141000000001e+01;3.8398353999999998e+01;4.0046770000000002e+01;4.1667254999999997e+01;4.3254795000000001e+01;4.4808107000000000e+01;4.6329113999999997e+01;4.7818595999999999e+01;4.9275905999999999e+01;4.9453712000000003e+01;1.2852295000000000e+01;1.5059877000000000e+01;1.6699936999999998e+01;1.9460823999999999e+01;2.2143954000000001e+01;2.4741875000000000e+01;2.7254985999999999e+01;2.9689700999999999e+01;3.2049951000000000e+01;3.4169544000000002e+01;3.6246997999999998e+01;3.6596983000000002e+01;3.8170068000000001e+01;3.9641592000000003e+01;2.2295518000000001e+01;2.4023077000000001e+01;2.5777360999999999e+01;2.7493110999999999e+01;2.9170439999999999e+01;3.0808972000000001e+01;3.2285144000000003e+01;3.3756678000000001e+01;3.5205956999999998e+01;3.6637174999999999e+01;3.8056804000000000e+01;3.9460518999999998e+01;4.0843702000000000e+01;4.2206712000000003e+01;4.3550724000000002e+01;4.4874858000000003e+01;4.6177836999999997e+01;4.7459463999999997e+01;4.8719952999999997e+01;4.9959175999999999e+01;5.1176859999999998e+01;5.2372950000000003e+01;5.3547544000000002e+01;5.4700716000000000e+01;5.5832523000000002e+01;5.6943080000000002e+01;5.8032547999999998e+01;5.9101101000000000e+01;6.0148918999999999e+01;6.1300559999999997e+01;6.2445757999999998e+01;6.3565547000000002e+01;6.4646894000000003e+01;6.5700084000000004e+01;6.5784689999999998e+01
